,mass_A,,,,mass_C,,,,mass_B,,mass_C
2.83E-01,6.497037E-02,2.844824E-03,-2.972306E-01,-4.058839E-02,7.183397E-02,2.983831E-03,-2.480183E-01,-4.52007E-03,1.968436E+03,7.314915E+03,1.160237E+00
2.84E-01,6.466204E-02,2.823164E-03,-3.147484E-01,2.093612E-03,7.1605E-02,2.978725E-03,-2.483922E-01,-1.745687E-02,1.976282E+03,8.876081E+03,1.283524E+00
2.85E-01,6.434087E-02,2.849011E-03,-3.139864E-01,1.096546E-02,7.133719E-02,2.948917E-03,-2.75925E-01,-3.699033E-02,1.986189E+03,8.459901E+03,8.181146E-01
2.86E-01,6.403407E-02,2.845095E-03,-3.052302E-01,-2.503945E-02,7.105315E-02,2.904744E-03,-3.027347E-01,-1.518664E-02,1.993202E+03,7.642039E+03,4.868921E-01
2.87E-01,6.373033E-02,2.796405E-03,-3.001838E-01,-4.515299E-02,7.073172E-02,2.918544E-03,-3.268228E-01,2.998284E-02,2.001473E+03,8.259932E+03,9.994198E-01
2.88E-01,6.34337E-02,2.754789E-03,-2.935223E-01,-2.973405E-02,7.03995E-02,2.96471E-03,-3.244383E-01,2.241223E-02,2.009722E+03,9.113573E+03,1.726134E+00
2.89E-01,6.314168E-02,2.736947E-03,-2.902703E-01,-1.489945E-03,7.008284E-02,2.963368E-03,-3.092562E-01,-1.243136E-02,2.0197E+03,9.077263E+03,1.868335E+00
2.9E-01,6.285316E-02,2.751809E-03,-2.945454E-01,7.943646E-03,6.978099E-02,2.939847E-03,-3.168872E-01,-2.283461E-02,2.027876E+03,8.000752E+03,1.55476E+00
2.91E-01,6.255259E-02,2.752834E-03,-2.747671E-01,3.110391E-03,6.944907E-02,2.917699E-03,-3.311853E-01,-1.035069E-02,2.035701E+03,7.797776E+03,1.369436E+00
2.92E-01,6.230362E-02,2.75803E-03,-2.5782E-01,2.010896E-03,6.911862E-02,2.919145E-03,-3.296627E-01,9.095126E-03,2.043472E+03,7.572403E+03,1.354295E+00
2.93E-01,6.203695E-02,2.756856E-03,-2.642567E-01,7.477095E-03,6.878974E-02,2.935889E-03,-3.276708E-01,1.233304E-02,2.050846E+03,7.348245E+03,1.518701E+00
2.94E-01,6.177511E-02,2.772984E-03,-2.630164E-01,2.554647E-02,6.846328E-02,2.943812E-03,-3.287007E-01,8.406253E-03,2.058168E+03,6.996714E+03,1.463114E+00
2.95E-01,6.151092E-02,2.807949E-03,-2.66224E-01,2.070698E-02,6.813234E-02,2.952702E-03,-3.314138E-01,5.490491E-03,2.06484E+03,4.753043E+03,1.252364E+00
2.96E-01,6.124266E-02,2.814398E-03,-2.597107E-01,2.634178E-03,6.780045E-02,2.954793E-03,-3.36048E-01,1.139249E-02,2.067674E+03,4.463391E+03,1.226446E+00
2.97E-01,6.09915E-02,2.813217E-03,-2.645128E-01,-1.532308E-02,6.746024E-02,2.975487E-03,-3.395802E-01,1.853972E-02,2.073766E+03,6.252774E+03,1.436975E+00
2.98E-01,6.071364E-02,2.783752E-03,-2.620459E-01,-5.29147E-03,6.712129E-02,2.991872E-03,-3.318404E-01,1.109093E-02,2.08018E+03,9.904459E+03,1.860307E+00
2.99E-01,6.046741E-02,2.802634E-03,-2.617988E-01,2.034284E-02,6.679656E-02,2.997669E-03,-3.192632E-01,3.234603E-03,2.093575E+03,9.004337E+03,1.765026E+00
3E-01,6.019004E-02,2.824438E-03,-2.874383E-01,1.77364E-02,6.648276E-02,2.998341E-03,-3.069137E-01,-4.912464E-04,2.098188E+03,6.050755E+03,1.583002E+00
3.01E-01,5.989253E-02,2.838107E-03,-3.078534E-01,-8.400699E-04,6.618274E-02,2.996686E-03,-3.100429E-01,-2.218497E-02,2.105677E+03,6.601554E+03,1.44415E+00
3.02E-01,5.957433E-02,2.822758E-03,-3.000984E-01,-7.492426E-04,6.586268E-02,2.953971E-03,-2.953805E-01,-2.544691E-02,2.111392E+03,5.391619E+03,1.19537E+00
3.03E-01,5.929233E-02,2.836608E-03,-2.936538E-01,1.1989E-02,6.559197E-02,2.945792E-03,-2.885955E-01,-1.176087E-02,2.11646E+03,3.15345E+03,9.929382E-01
3.04E-01,5.898703E-02,2.846736E-03,-3.063375E-01,1.062429E-02,6.528548E-02,2.93045E-03,-2.975901E-01,1.098392E-03,2.117698E+03,6.070527E+03,7.614826E-01
3.05E-01,5.867966E-02,2.857857E-03,-3.072329E-01,3.909237E-03,6.499679E-02,2.947989E-03,-2.956544E-01,1.415784E-02,2.128601E+03,9.132366E+03,8.174342E-01
3.06E-01,5.837423E-02,2.854859E-03,-3.144145E-01,2.628025E-03,6.469418E-02,2.958765E-03,-2.787805E-01,1.074435E-02,2.135963E+03,6.503063E+03,9.419164E-01
3.07E-01,5.805083E-02,2.863113E-03,-3.367361E-01,2.36611E-03,6.443923E-02,2.969478E-03,-2.65345E-01,6.506939E-04,2.141607E+03,6.907604E+03,9.538677E-01
3.08E-01,5.770075E-02,2.859591E-03,-3.486257E-01,6.371418E-03,6.416349E-02,2.960067E-03,-2.782663E-01,-1.541002E-03,2.149778E+03,7.023591E+03,8.907014E-01
3.09E-01,5.735358E-02,2.875856E-03,-3.572586E-01,7.296984E-03,6.38827E-02,2.966396E-03,-2.684658E-01,1.074905E-03,2.155654E+03,8.762945E+03,7.944752E-01
3.1E-01,5.698624E-02,2.874185E-03,-3.657377E-01,1.802201E-03,6.362655E-02,2.962216E-03,-2.727268E-01,-4.233815E-03,2.167304E+03,8.684744E+03,7.595322E-01
3.11E-01,5.66221E-02,2.87946E-03,-3.4768E-01,-1.051676E-03,6.333725E-02,2.957928E-03,-3.052576E-01,-1.456779E-02,2.173024E+03,5.740661E+03,6.694834E-01
3.12E-01,5.629088E-02,2.872082E-03,-3.235415E-01,5.582998E-03,6.301604E-02,2.933081E-03,-3.078618E-01,-2.432542E-03,2.178786E+03,8.434564E+03,5.196756E-01
3.13E-01,5.597502E-02,2.890626E-03,-3.151235E-01,1.166466E-02,6.272152E-02,2.953063E-03,-3.028505E-01,2.581632E-03,2.189893E+03,9.480994E+03,5.302401E-01
3.14E-01,5.566063E-02,2.895411E-03,-3.095288E-01,1.302529E-03,6.241034E-02,2.938244E-03,-3.170673E-01,-1.109494E-02,2.197748E+03,9.329621E+03,3.635902E-01
3.15E-01,5.535596E-02,2.893231E-03,-3.007149E-01,-2.263117E-04,6.208739E-02,2.930873E-03,-3.253765E-01,-2.927275E-03,2.208552E+03,7.7563E+03,3.20393E-01
3.16E-01,5.50592E-02,2.894958E-03,-2.942275E-01,-1.656364E-02,6.175959E-02,2.93239E-03,-3.245638E-01,-3.191418E-03,2.21326E+03,1.049967E+04,3.200758E-01
3.17E-01,5.476751E-02,2.860104E-03,-2.906292E-01,-1.322016E-02,6.143826E-02,2.92449E-03,-3.31822E-01,-2.757589E-03,2.229552E+03,1.256258E+04,5.53004E-01
3.18E-01,5.447794E-02,2.868518E-03,-2.988182E-01,5.179192E-03,6.109594E-02,2.926874E-03,-3.400992E-01,-2.544909E-03,2.238385E+03,1.024719E+04,5.052113E-01
3.19E-01,5.416884E-02,2.870561E-03,-3.126124E-01,3.337269E-03,6.075703E-02,2.919499E-03,-3.20662E-01,2.228434E-03,2.250046E+03,8.021558E+03,4.255948E-01
3.2E-01,5.385376E-02,2.876904E-03,-3.145955E-01,7.531235E-03,6.045462E-02,2.931331E-03,-3.036424E-01,1.17442E-02,2.254428E+03,5.544225E+03,4.724188E-01
3.21E-01,5.353965E-02,2.885623E-03,-3.234759E-01,-8.646541E-05,6.014975E-02,2.942988E-03,-3.138754E-01,3.701842E-03,2.261134E+03,5.408928E+03,4.972149E-01
3.22E-01,5.320681E-02,2.876731E-03,-3.396496E-01,-1.905066E-03,5.982687E-02,2.938735E-03,-3.274005E-01,-7.038069E-03,2.265246E+03,3.788161E+03,5.366182E-01
3.23E-01,5.286035E-02,2.881813E-03,-3.47605E-01,-2.943491E-03,5.949495E-02,2.928911E-03,-3.368267E-01,-6.463814E-03,2.268711E+03,5.633756E+03,4.067282E-01
3.24E-01,5.25116E-02,2.870844E-03,-3.401436E-01,-1.061587E-02,5.915321E-02,2.925807E-03,-3.245006E-01,-2.891843E-03,2.276514E+03,6.906331E+03,4.741432E-01
3.25E-01,5.218006E-02,2.860582E-03,-3.332344E-01,-6.417845E-03,5.884595E-02,2.923128E-03,-2.942989E-01,-8.800761E-03,2.282523E+03,7.015538E+03,5.375922E-01
3.26E-01,5.184513E-02,2.858009E-03,-3.275391E-01,-1.535846E-02,5.856462E-02,2.908206E-03,-2.97629E-01,-3.324015E-02,2.290545E+03,8.416869E+03,4.280138E-01
3.27E-01,5.152499E-02,2.829865E-03,-3.186338E-01,-1.890806E-02,5.825069E-02,2.856647E-03,-3.00189E-01,-2.407289E-02,2.299357E+03,7.844755E+03,2.281593E-01
3.28E-01,5.120786E-02,2.820192E-03,-3.153917E-01,-1.073481E-02,5.796424E-02,2.86006E-03,-2.791864E-01,4.026548E-03,2.306234E+03,5.104699E+03,3.380829E-01
3.29E-01,5.08942E-02,2.808395E-03,-3.074952E-01,-1.720605E-02,5.769232E-02,2.8647E-03,-2.724799E-01,-9.812779E-03,2.309567E+03,5.705356E+03,4.745424E-01
3.3E-01,5.059287E-02,2.78578E-03,-3.171902E-01,-2.533818E-02,5.741928E-02,2.840434E-03,-2.805755E-01,-1.454936E-03,2.317645E+03,7.985394E+03,4.587158E-01
3.31E-01,5.025982E-02,2.757719E-03,-3.206916E-01,-1.384461E-02,5.713116E-02,2.861791E-03,-2.698642E-01,1.926657E-02,2.325537E+03,7.162745E+03,8.67724E-01
3.32E-01,4.995149E-02,2.758091E-03,-3.508541E-01,-1.484053E-02,5.687955E-02,2.878968E-03,-2.796435E-01,-1.837119E-03,2.331971E+03,6.942565E+03,9.99559E-01
3.33E-01,4.955811E-02,2.728038E-03,-3.592913E-01,-3.015195E-02,5.657188E-02,2.858116E-03,-2.953062E-01,-1.866165E-02,2.339422E+03,7.370797E+03,1.062498E+00
3.34E-01,4.92329E-02,2.697787E-03,-3.230191E-01,-2.809536E-02,5.628894E-02,2.841644E-03,-2.842995E-01,-2.856831E-02,2.346712E+03,7.513266E+03,1.167973E+00
3.35E-01,4.891207E-02,2.671847E-03,-3.28598E-01,-2.295849E-02,5.600328E-02,2.80098E-03,-3.109054E-01,-3.209641E-02,2.354449E+03,8.275375E+03,1.043258E+00
3.36E-01,4.857571E-02,2.65187E-03,-3.287716E-01,-2.502618E-02,5.566713E-02,2.777451E-03,-3.48709E-01,-8.306553E-03,2.363263E+03,8.790217E+03,1.014539E+00
3.37E-01,4.825453E-02,2.621794E-03,-3.071064E-01,-2.328034E-02,5.530586E-02,2.784367E-03,-3.590333E-01,4.658396E-03,2.372029E+03,9.405242E+03,1.320751E+00
3.38E-01,4.79615E-02,2.60531E-03,-2.855662E-01,-1.142332E-02,5.494906E-02,2.786768E-03,-3.509888E-01,-4.663389E-03,2.382073E+03,8.342886E+03,1.487568E+00
3.39E-01,4.768325E-02,2.599222E-03,-2.692499E-01,1.967776E-03,5.460373E-02,2.775314E-03,-3.327345E-01,2.122433E-03,2.388715E+03,3.233711E+03,1.457579E+00
3.4E-01,4.7423E-02,2.609245E-03,-2.684381E-01,3.846481E-03,5.428359E-02,2.791013E-03,-3.237925E-01,1.272621E-02,2.388541E+03,3.5653E+03,1.517668E+00
3.41E-01,4.714637E-02,2.606915E-03,-2.679864E-01,2.095093E-02,5.395615E-02,2.800766E-03,-3.402447E-01,2.682677E-03,2.395846E+03,1.142204E+04,1.630579E+00
3.42E-01,4.688702E-02,2.651147E-03,-2.639418E-01,2.822133E-02,5.36031E-02,2.796378E-03,-3.534148E-01,1.369371E-02,2.411385E+03,1.173535E+04,1.238796E+00
3.43E-01,4.661849E-02,2.663357E-03,-2.768135E-01,6.062072E-03,5.324932E-02,2.828154E-03,-3.608162E-01,1.914073E-02,2.419317E+03,6.769354E+03,1.423681E+00
3.44E-01,4.63334E-02,2.663271E-03,-2.842824E-01,1.125223E-02,5.288147E-02,2.83466E-03,-3.716563E-01,-6.850497E-04,2.424924E+03,8.705427E+03,1.499313E+00
3.45E-01,4.605205E-02,2.686134E-03,-2.758579E-01,1.059202E-02,5.2506E-02,2.826783E-03,-3.664199E-01,-2.602663E-03,2.436727E+03,6.288122E+03,1.24844E+00
3.46E-01,4.578216E-02,2.683691E-03,-2.8916E-01,-1.548426E-02,5.214911E-02,2.828691E-03,-3.567298E-01,1.354152E-02,2.4375E+03,5.45307E+03,1.304615E+00
3.47E-01,4.547373E-02,2.655165E-03,-3.15494E-01,-1.52613E-02,5.179254E-02,2.853866E-03,-3.481939E-01,1.523612E-02,2.447633E+03,8.3618E+03,1.80113E+00
3.48E-01,4.515117E-02,2.653169E-03,-3.208656E-01,1.123294E-02,5.145272E-02,2.859163E-03,-3.267053E-01,1.077518E-02,2.454224E+03,5.367766E+03,1.872302E+00
3.49E-01,4.483459E-02,2.676515E-03,-3.155313E-01,1.997157E-02,5.113913E-02,2.875417E-03,-3.171815E-01,7.771434E-03,2.458369E+03,7.270837E+03,1.807026E+00
3.5E-01,4.452011E-02,2.693112E-03,-3.230141E-01,4.369946E-03,5.081836E-02,2.874706E-03,-3.229141E-01,-4.289276E-03,2.468765E+03,6.724815E+03,1.65152E+00
3.51E-01,4.418856E-02,2.685255E-03,-3.307629E-01,8.116976E-03,5.049331E-02,2.866838E-03,-3.231195E-01,-9.055936E-03,2.471819E+03,4.561173E+03,1.649727E+00
3.52E-01,4.385858E-02,2.709346E-03,-3.305028E-01,1.607317E-02,5.017212E-02,2.856594E-03,-3.203824E-01,-1.685969E-02,2.477888E+03,6.504267E+03,1.336045E+00
3.53E-01,4.352756E-02,2.717401E-03,-3.176951E-01,-2.665526E-04,4.985254E-02,2.833119E-03,-3.179093E-01,-2.662535E-02,2.484827E+03,6.51458E+03,1.048131E+00
3.54E-01,4.322319E-02,2.708813E-03,-3.102772E-01,-7.009406E-03,4.95363E-02,2.803343E-03,-3.080438E-01,-2.982519E-02,2.490917E+03,5.999499E+03,8.578656E-01
3.55E-01,4.2907E-02,2.703382E-03,-3.172361E-01,7.986657E-03,4.923645E-02,2.773469E-03,-2.950442E-01,2.039448E-03,2.496826E+03,8.677084E+03,6.344143E-01
3.56E-01,4.258872E-02,2.724786E-03,-3.251281E-01,1.23875E-02,4.894621E-02,2.807422E-03,-2.996968E-01,1.91494E-02,2.508271E+03,8.581175E+03,7.447019E-01
3.57E-01,4.225675E-02,2.728157E-03,-3.381431E-01,-8.598609E-03,4.863706E-02,2.811767E-03,-3.002509E-01,3.562568E-03,2.513989E+03,6.596406E+03,7.507846E-01
3.58E-01,4.191243E-02,2.707589E-03,-3.41117E-01,-5.103817E-03,4.834571E-02,2.814547E-03,-2.87864E-01,2.840873E-03,2.521464E+03,6.055887E+03,9.525017E-01
3.59E-01,4.157451E-02,2.717949E-03,-3.496594E-01,6.656089E-03,4.806133E-02,2.817449E-03,-3.024808E-01,1.096684E-03,2.5261E+03,7.204942E+03,8.787762E-01
3.6E-01,4.121311E-02,2.720901E-03,-3.506929E-01,1.383664E-03,4.774075E-02,2.816741E-03,-3.196788E-01,2.357728E-03,2.535874E+03,8.300887E+03,8.411648E-01
3.61E-01,4.087313E-02,2.720717E-03,-3.355659E-01,1.3237E-02,4.742197E-02,2.822165E-03,-3.306612E-01,4.565313E-03,2.542702E+03,8.046937E+03,8.874942E-01
3.62E-01,4.054198E-02,2.747375E-03,-3.416009E-01,2.254706E-02,4.707943E-02,2.825871E-03,-3.425369E-01,-1.235312E-02,2.551967E+03,1.102231E+04,6.879282E-01
3.63E-01,4.018992E-02,2.765811E-03,-3.438174E-01,1.227025E-02,4.67369E-02,2.797458E-03,-3.400159E-01,-1.297711E-02,2.564747E+03,9.560427E+03,2.769599E-01
3.64E-01,3.985435E-02,2.771916E-03,-3.334877E-01,1.323277E-02,4.639939E-02,2.799917E-03,-3.389902E-01,-5.089981E-03,2.571088E+03,7.811809E+03,2.451263E-01
3.65E-01,3.952295E-02,2.792276E-03,-3.160222E-01,4.695162E-03,4.605892E-02,2.787278E-03,-3.327849E-01,-4.533786E-03,2.58037E+03,7.849405E+03,-4.381422E-02
3.66E-01,3.92223E-02,2.781306E-03,-3.127776E-01,-1.04348E-02,4.573382E-02,2.79085E-03,-3.397167E-01,-3.045114E-03,2.586787E+03,7.040857E+03,8.397622E-02
3.67E-01,3.889739E-02,2.771407E-03,-3.097485E-01,-1.936754E-03,4.537949E-02,2.781188E-03,-3.359802E-01,-5.149258E-03,2.594452E+03,9.478443E+03,8.645763E-02
3.68E-01,3.860281E-02,2.777432E-03,-2.928261E-01,6.800326E-03,4.506186E-02,2.780551E-03,-2.989733E-01,3.881866E-03,2.605744E+03,9.232034E+03,2.766462E-02
3.69E-01,3.831174E-02,2.785007E-03,-3.102166E-01,7.868763E-03,4.478154E-02,2.788952E-03,-2.995507E-01,3.925464E-03,2.612916E+03,6.715313E+03,3.49309E-02
3.7E-01,3.798237E-02,2.79317E-03,-3.368391E-01,6.199977E-03,4.446276E-02,2.788402E-03,-3.065151E-01,-3.130309E-03,2.619175E+03,5.883568E+03,-4.215509E-02
3.71E-01,3.763806E-02,2.797407E-03,-3.487042E-01,3.285097E-03,4.416851E-02,2.782691E-03,-3.091326E-01,-5.693662E-03,2.624683E+03,6.8529E+03,-1.291144E-01
3.72E-01,3.728496E-02,2.79974E-03,-3.419378E-01,-9.902708E-04,4.38445E-02,2.777015E-03,-3.18888E-01,-7.189647E-03,2.63288E+03,7.158441E+03,-1.984999E-01
3.73E-01,3.695419E-02,2.795427E-03,-3.30534E-01,-8.377178E-03,4.353073E-02,2.768312E-03,-3.240924E-01,-4.31139E-03,2.639E+03,5.183155E+03,-2.362278E-01
3.74E-01,3.66239E-02,2.782986E-03,-3.21672E-01,-1.118221E-02,4.319631E-02,2.768392E-03,-3.228442E-01,-1.320318E-02,2.643247E+03,5.220086E+03,-1.272234E-01
3.75E-01,3.631028E-02,2.775464E-03,-3.141429E-01,-8.327556E-03,4.288448E-02,2.744307E-03,-3.188892E-01,-2.701884E-02,2.64944E+03,6.691078E+03,-2.71538E-01
3.76E-01,3.599561E-02,2.766331E-03,-3.13975E-01,-1.217074E-02,4.255853E-02,2.714354E-03,-3.264651E-01,-2.448186E-02,2.656629E+03,6.741868E+03,-4.537564E-01
3.77E-01,3.568233E-02,2.751122E-03,-3.111205E-01,-1.280471E-02,4.223155E-02,2.695343E-03,-3.130288E-01,-8.383879E-03,2.662924E+03,6.893251E+03,-4.879712E-01
3.78E-01,3.537337E-02,2.740721E-03,-3.155924E-01,-3.126612E-02,4.193248E-02,2.697586E-03,-3.030913E-01,2.209527E-03,2.670415E+03,6.827228E+03,-3.767899E-01
3.79E-01,3.505114E-02,2.68859E-03,-3.182319E-01,-2.720584E-02,4.162537E-02,2.699762E-03,-2.949295E-01,3.862947E-04,2.676578E+03,6.21506E+03,9.736758E-02
3.8E-01,3.473691E-02,2.68631E-03,-3.029332E-01,-1.224111E-02,4.134262E-02,2.698359E-03,-2.931614E-01,-1.728419E-03,2.682845E+03,6.90636E+03,1.045132E-01
3.81E-01,3.444528E-02,2.664108E-03,-3.108386E-01,-3.349542E-02,4.103905E-02,2.696305E-03,-3.073184E-01,1.268418E-03,2.690391E+03,6.898055E+03,2.797745E-01
3.82E-01,3.411523E-02,2.619319E-03,-3.119398E-01,-3.157044E-02,4.072798E-02,2.700896E-03,-2.877488E-01,-3.497215E-03,2.696642E+03,6.267818E+03,7.067846E-01
3.83E-01,3.38214E-02,2.600967E-03,-3.110385E-01,-1.750503E-02,4.046355E-02,2.689311E-03,-2.784974E-01,-2.582802E-02,2.702927E+03,7.433451E+03,7.62018E-01
3.84E-01,3.349315E-02,2.584309E-03,-3.241127E-01,-7.011981E-03,4.017099E-02,2.64924E-03,-2.769476E-01,-3.815038E-02,2.711508E+03,7.161789E+03,5.570919E-01
3.85E-01,3.317317E-02,2.586943E-03,-3.255855E-01,6.146174E-03,3.990965E-02,2.61301E-03,-2.810892E-01,4.91525E-03,2.71725E+03,6.389348E+03,2.21708E-01
3.86E-01,3.284198E-02,2.596601E-03,-3.408355E-01,-1.752238E-02,3.960881E-02,2.65907E-03,-3.066349E-01,2.639259E-02,2.724287E+03,7.176173E+03,5.289229E-01
3.87E-01,3.24915E-02,2.551898E-03,-3.224543E-01,-5.412856E-02,3.929638E-02,2.665795E-03,-3.072453E-01,1.285945E-02,2.731603E+03,6.216299E+03,9.58902E-01
3.88E-01,3.219707E-02,2.488344E-03,-3.005353E-01,-3.40127E-02,3.899432E-02,2.684789E-03,-3.298812E-01,-8.136005E-03,2.73672E+03,5.398588E+03,1.65543E+00
3.89E-01,3.189043E-02,2.483873E-03,-3.090924E-01,-1.045788E-02,3.863662E-02,2.649523E-03,-3.593577E-01,-2.158749E-02,2.7424E+03,6.832248E+03,1.406597E+00
3.9E-01,3.157889E-02,2.467428E-03,-3.093452E-01,-1.014333E-02,3.82756E-02,2.641614E-03,-3.689398E-01,-6.675533E-03,2.750384E+03,8.39811E+03,1.489967E+00
3.91E-01,3.127174E-02,2.463586E-03,-3.009534E-01,3.620295E-03,3.789874E-02,2.636172E-03,-3.504814E-01,4.17478E-03,2.759196E+03,1.00688E+04,1.491809E+00
3.92E-01,3.097698E-02,2.474669E-03,-2.884725E-01,1.965269E-02,3.757464E-02,2.649964E-03,-3.173401E-01,2.211196E-02,2.770522E+03,1.164941E+04,1.521951E+00
3.93E-01,3.06948E-02,2.502891E-03,-2.896685E-01,3.255147E-02,3.726406E-02,2.680396E-03,-3.188205E-01,1.532948E-02,2.782495E+03,9.403711E+03,1.547782E+00
3.94E-01,3.039619E-02,2.540668E-03,-2.993424E-01,1.188272E-02,3.6937E-02,2.680623E-03,-3.238338E-01,-4.180177E-03,2.789329E+03,7.526468E+03,1.225777E+00
3.95E-01,3.009611E-02,2.526657E-03,-2.805257E-01,-1.137035E-02,3.661639E-02,2.672036E-03,-3.234958E-01,-4.135958E-03,2.797548E+03,6.962464E+03,1.277278E+00
3.96E-01,2.983514E-02,2.517928E-03,-2.717523E-01,-2.026847E-02,3.629001E-02,2.672351E-03,-3.394468E-01,5.270618E-03,2.803254E+03,4.991865E+03,1.370455E+00
3.97E-01,2.955261E-02,2.48612E-03,-2.823272E-01,-1.388183E-02,3.59375E-02,2.682577E-03,-3.507507E-01,1.137924E-03,2.807532E+03,5.178017E+03,1.76238E+00
3.98E-01,2.927048E-02,2.490164E-03,-2.829384E-01,1.781357E-02,3.55885E-02,2.674627E-03,-3.534873E-01,-8.472338E-03,2.81361E+03,6.923734E+03,1.672348E+00
3.99E-01,2.898673E-02,2.521747E-03,-2.880464E-01,2.378135E-02,3.523053E-02,2.665632E-03,-3.450931E-01,-6.348782E-03,2.821379E+03,7.012204E+03,1.320119E+00
4E-01,2.869439E-02,2.537727E-03,-2.969182E-01,-4.062305E-03,3.489832E-02,2.661929E-03,-3.249888E-01,-4.192335E-03,2.827635E+03,6.736269E+03,1.146906E+00
4.01E-01,2.839289E-02,2.513622E-03,-3.031932E-01,-7.390457E-03,3.458055E-02,2.657248E-03,-2.999456E-01,1.169287E-02,2.834852E+03,4.924399E+03,1.329686E+00
4.02E-01,2.8088E-02,2.522946E-03,-3.121586E-01,1.23063E-02,3.429843E-02,2.685315E-03,-2.930636E-01,2.188762E-02,2.837483E+03,1.565234E+03,1.497635E+00
4.03E-01,2.776858E-02,2.538235E-03,-3.183672E-01,1.797056E-02,3.399442E-02,2.701023E-03,-3.042559E-01,3.94145E-03,2.837982E+03,4.857227E+03,1.497777E+00
4.04E-01,2.745127E-02,2.558887E-03,-3.026355E-01,8.593983E-03,3.368992E-02,2.693198E-03,-2.915429E-01,1.345574E-04,2.847198E+03,9.492185E+03,1.233322E+00
4.05E-01,2.716331E-02,2.555423E-03,-3.080497E-01,-7.734509E-04,3.341134E-02,2.701292E-03,-2.834582E-01,-7.566603E-03,2.856966E+03,8.06475E+03,1.337407E+00
4.06E-01,2.683517E-02,2.55734E-03,-3.225281E-01,-1.482605E-03,3.3123E-02,2.678065E-03,-2.864122E-01,-2.75612E-02,2.863327E+03,7.137089E+03,1.099928E+00
4.07E-01,2.651825E-02,2.552458E-03,-3.222708E-01,-4.718227E-04,3.283851E-02,2.64617E-03,-2.880813E-01,-6.395342E-03,2.871241E+03,7.010861E+03,8.494734E-01
4.08E-01,2.619063E-02,2.556396E-03,-3.351179E-01,5.424158E-03,3.254684E-02,2.665274E-03,-2.957225E-01,1.839341E-03,2.877349E+03,6.98591E+03,9.813419E-01
4.09E-01,2.584801E-02,2.563306E-03,-3.254935E-01,1.070881E-02,3.224707E-02,2.649848E-03,-2.952729E-01,-1.125509E-02,2.885212E+03,8.802284E+03,7.748328E-01
4.1E-01,2.553964E-02,2.577814E-03,-3.257171E-01,2.756691E-02,3.195629E-02,2.642764E-03,-2.86032E-01,3.276122E-03,2.894954E+03,7.110376E+03,5.799318E-01
4.11E-01,2.519658E-02,2.61844E-03,-3.450221E-01,2.030419E-02,3.1675E-02,2.656401E-03,-2.941359E-01,5.510973E-03,2.899433E+03,1.037629E+04,3.357227E-01
4.12E-01,2.48496E-02,2.618422E-03,-3.405875E-01,1.601703E-03,3.136802E-02,2.653786E-03,-3.058275E-01,-1.820629E-03,2.915706E+03,1.140223E+04,3.108342E-01
4.13E-01,2.45154E-02,2.621643E-03,-3.30881E-01,1.816473E-02,3.106335E-02,2.652759E-03,-3.089708E-01,-2.555935E-02,2.922238E+03,6.822553E+03,2.722679E-01
4.14E-01,2.418783E-02,2.654752E-03,-3.260013E-01,1.613661E-02,3.075008E-02,2.602667E-03,-3.083494E-01,-2.129947E-02,2.929351E+03,8.372875E+03,-4.5475E-01
4.15E-01,2.38634E-02,2.653917E-03,-3.161208E-01,-5.891698E-03,3.044665E-02,2.61016E-03,-2.996274E-01,6.374138E-03,2.938983E+03,7.473263E+03,-3.808172E-01
4.16E-01,2.355559E-02,2.642968E-03,-2.998281E-01,-4.335786E-03,3.015082E-02,2.615415E-03,-3.09838E-01,5.341718E-03,2.944298E+03,6.643319E+03,-2.393657E-01
4.17E-01,2.326375E-02,2.645245E-03,-2.974032E-01,-1.458607E-02,2.982697E-02,2.620844E-03,-3.270997E-01,-9.926654E-04,2.95227E+03,8.212142E+03,-2.130177E-01
4.18E-01,2.296079E-02,2.613796E-03,-2.928419E-01,-1.196109E-02,2.949662E-02,2.61343E-03,-3.300207E-01,8.639451E-04,2.960722E+03,7.8067E+03,-3.211793E-03
4.19E-01,2.267806E-02,2.621323E-03,-2.813615E-01,1.498815E-02,2.916693E-02,2.622572E-03,-3.263919E-01,2.709381E-03,2.967883E+03,6.337287E+03,1.102676E-02
4.2E-01,2.239806E-02,2.643773E-03,-2.764563E-01,9.499534E-03,2.884384E-02,2.618849E-03,-3.190175E-01,1.107464E-04,2.973397E+03,3.480718E+03,-2.215449E-01
4.21E-01,2.212515E-02,2.640322E-03,-2.911621E-01,-3.862112E-03,2.85289E-02,2.622793E-03,-3.060773E-01,8.179403E-03,2.974845E+03,7.233323E+03,-1.568335E-01
4.22E-01,2.181574E-02,2.636048E-03,-3.148496E-01,-1.221427E-02,2.823168E-02,2.635207E-03,-2.999574E-01,8.832358E-04,2.987863E+03,7.515622E+03,-7.509371E-03
4.23E-01,2.149545E-02,2.615893E-03,-3.126207E-01,-6.731516E-03,2.792898E-02,2.62456E-03,-3.151221E-01,-1.78998E-02,2.989876E+03,3.00509E+03,7.717979E-02
4.24E-01,2.11905E-02,2.622585E-03,-3.061325E-01,-6.530558E-04,2.760144E-02,2.599408E-03,-3.134428E-01,-3.34404E-02,2.993874E+03,8.085283E+03,-2.071404E-01
